,# STN,YYYYMMDD,HH,DD,FH,FF,FX,T,T10,TD,SQ,Q,DR,RH,P,VV,N,U,WW,IX,M,R,S,O,Y
2014-10-08 21:00:00,286,20141008,22,170,60,60,90,151,     ,133,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-08 22:00:00,286,20141008,23,180,60,60,80,154,     ,135,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2014-10-08 23:00:00,286,20141008,24,180,70,80,100,153,  140,142,0,0,5,10,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2014-10-09 00:00:00,286,20141009,1,180,70,70,100,152,     ,144,0,0,3,3,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2014-10-09 01:00:00,286,20141009,2,200,70,70,100,143,     ,126,0,0,0,-1,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2014-10-09 02:00:00,286,20141009,3,210,60,60,90,140,     ,125,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-09 03:00:00,286,20141009,4,200,50,50,80,136,     ,127,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-09 04:00:00,286,20141009,5,190,60,50,70,135,     ,127,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2014-10-09 05:00:00,286,20141009,6,200,60,70,100,139,  129,126,0,1,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-09 06:00:00,286,20141009,7,190,70,70,90,141,     ,127,8,20,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-09 07:00:00,286,20141009,8,200,70,70,100,146,     ,129,2,44,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2014-10-09 08:00:00,286,20141009,9,200,80,80,120,156,     ,128,7,98,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2014-10-09 09:00:00,286,20141009,10,200,70,70,120,161,     ,127,1,87,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2014-10-09 10:00:00,286,20141009,11,200,90,90,120,164,     ,120,4,122,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2014-10-09 11:00:00,286,20141009,12,200,70,70,110,164,  133,114,0,83,0,0,     ,     ,     ,72,     ,6,     ,     ,     ,     ,     
2014-10-09 12:00:00,286,20141009,13,200,70,80,100,165,     ,123,2,100,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2014-10-09 13:00:00,286,20141009,14,200,80,70,110,165,     ,121,0,71,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2014-10-09 14:00:00,286,20141009,15,200,70,80,110,171,     ,115,6,89,0,0,     ,     ,     ,70,     ,6,     ,     ,     ,     ,     
2014-10-09 15:00:00,286,20141009,16,200,80,70,110,163,     ,114,10,66,0,0,     ,     ,     ,73,     ,6,     ,     ,     ,     ,     
2014-10-09 16:00:00,286,20141009,17,190,60,40,100,147,     ,114,3,10,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2014-10-09 17:00:00,286,20141009,18,190,50,50,70,141,  131,112,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2014-10-09 18:00:00,286,20141009,19,200,60,70,90,138,     ,105,0,0,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2014-10-09 19:00:00,286,20141009,20,190,60,60,80,134,     ,105,0,0,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2014-10-09 20:00:00,286,20141009,21,190,60,60,90,134,     ,107,0,0,0,0,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2014-10-09 21:00:00,286,20141009,22,190,60,70,90,135,     ,104,0,0,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2014-10-09 22:00:00,286,20141009,23,200,80,80,130,137,     ,102,0,0,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2014-10-09 23:00:00,286,20141009,24,190,70,70,110,129,  120,105,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2014-10-10 00:00:00,286,20141010,1,190,70,70,100,130,     ,113,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-10 01:00:00,286,20141010,2,200,60,70,100,129,     ,115,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-10 02:00:00,286,20141010,3,200,70,80,100,129,     ,111,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-10 03:00:00,286,20141010,4,200,80,80,120,131,     ,111,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2014-10-10 04:00:00,286,20141010,5,200,70,70,120,129,     ,110,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2014-10-10 05:00:00,286,20141010,6,200,70,70,100,129,  119,111,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-10 06:00:00,286,20141010,7,210,70,70,100,129,     ,113,0,8,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2014-10-10 07:00:00,286,20141010,8,210,60,60,90,132,     ,116,0,24,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2014-10-10 08:00:00,286,20141010,9,210,70,80,120,145,     ,123,9,90,0,0,     ,     ,     ,87,     ,6,     ,     ,     ,     ,     
2014-10-10 09:00:00,286,20141010,10,220,70,70,120,154,     ,121,7,111,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2014-10-10 10:00:00,286,20141010,11,240,70,70,100,166,     ,122,10,156,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2014-10-10 11:00:00,286,20141010,12,230,70,70,110,174,  121,111,8,136,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2014-10-10 12:00:00,286,20141010,13,230,60,60,90,176,     ,107,9,131,0,0,     ,     ,     ,64,     ,6,     ,     ,     ,     ,     
2014-10-10 13:00:00,286,20141010,14,230,60,60,90,175,     ,101,10,118,0,0,     ,     ,     ,62,     ,6,     ,     ,     ,     ,     
2014-10-10 14:00:00,286,20141010,15,220,50,50,80,168,     ,105,6,72,0,0,     ,     ,     ,66,     ,6,     ,     ,     ,     ,     
2014-10-10 15:00:00,286,20141010,16,190,30,30,50,159,     ,116,10,32,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2014-10-10 16:00:00,286,20141010,17,180,30,30,40,145,     ,111,0,5,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2014-10-10 17:00:00,286,20141010,18,160,30,20,40,129,  118,107,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2014-10-10 18:00:00,286,20141010,19,190,30,30,40,129,     ,109,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2014-10-10 19:00:00,286,20141010,20,150,20,30,40,117,     ,104,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-10 20:00:00,286,20141010,21,150,30,30,40,114,     ,103,0,0,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2014-10-10 21:00:00,286,20141010,22,150,30,30,40,107,     ,100,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2014-10-10 22:00:00,286,20141010,23,160,30,20,40,105,     ,99,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2014-10-10 23:00:00,286,20141010,24,150,20,30,40,101,   89,96,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-11 00:00:00,286,20141011,1,190,30,10,40,90,     ,85,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-11 01:00:00,286,20141011,2,120,10,10,20,88,     ,87,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-11 02:00:00,286,20141011,3,170,20,20,30,83,     ,81,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-11 03:00:00,286,20141011,4,150,30,40,40,86,     ,85,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-11 04:00:00,286,20141011,5,130,20,10,40,76,     ,74,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-11 05:00:00,286,20141011,6,130,10,10,10,63,   54,63,0,0,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2014-10-11 06:00:00,286,20141011,7,150,10,30,30,89,     ,87,0,8,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-11 07:00:00,286,20141011,8,190,30,20,40,115,     ,99,5,49,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2014-10-11 08:00:00,286,20141011,9,180,20,20,30,137,     ,113,4,80,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2014-10-11 09:00:00,286,20141011,10,160,10,10,20,153,     ,110,4,88,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2014-10-11 10:00:00,286,20141011,11,140,20,20,30,172,     ,114,8,149,0,0,     ,     ,     ,69,     ,6,     ,     ,     ,     ,     
2014-10-11 11:00:00,286,20141011,12,210,30,30,50,168,   59,125,4,112,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2014-10-11 12:00:00,286,20141011,13,170,20,20,40,167,     ,125,0,60,0,0,     ,     ,     ,76,     ,6,     ,     ,     ,     ,     
2014-10-11 13:00:00,286,20141011,14,200,20,20,30,163,     ,122,0,36,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2014-10-11 14:00:00,286,20141011,15,230,20,30,40,157,     ,131,0,18,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2014-10-11 15:00:00,286,20141011,16,300,30,30,60,143,     ,115,0,10,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2014-10-11 16:00:00,286,20141011,17,300,30,40,40,130,     ,112,0,1,3,1,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-11 17:00:00,286,20141011,18,100,20,20,50,123,  120,114,0,0,10,13,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-11 18:00:00,286,20141011,19,990,10,10,40,123,     ,116,0,0,0,-1,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2014-10-11 19:00:00,286,20141011,20,250,10,10,20,118,     ,114,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-11 20:00:00,286,20141011,21,210,20,30,30,114,     ,110,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-11 21:00:00,286,20141011,22,220,30,30,50,106,     ,100,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2014-10-11 22:00:00,286,20141011,23,210,40,50,60,111,     ,110,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-11 23:00:00,286,20141011,24,210,60,60,90,113,   97,112,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-12 00:00:00,286,20141012,1,210,50,50,90,119,     ,115,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-12 01:00:00,286,20141012,2,210,50,60,80,117,     ,111,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2014-10-12 02:00:00,286,20141012,3,210,50,50,80,110,     ,106,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-12 03:00:00,286,20141012,4,220,50,50,70,110,     ,107,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2014-10-12 04:00:00,286,20141012,5,220,50,60,80,108,     ,107,0,0,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-12 05:00:00,286,20141012,6,220,50,40,70,107,  104,107,0,1,0,0,     ,     ,     ,100,     ,6,     ,     ,     ,     ,     
2014-10-12 06:00:00,286,20141012,7,210,40,50,60,110,     ,109,0,9,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-12 07:00:00,286,20141012,8,220,40,40,50,112,     ,111,0,21,0,0,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-12 08:00:00,286,20141012,9,200,40,40,60,116,     ,112,0,34,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-12 09:00:00,286,20141012,10,190,40,40,60,126,     ,117,2,79,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-12 10:00:00,286,20141012,11,190,40,40,60,134,     ,116,4,107,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-12 11:00:00,286,20141012,12,170,40,40,60,139,  108,116,5,99,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2014-10-12 12:00:00,286,20141012,13,200,30,30,60,147,     ,115,6,117,0,0,     ,     ,     ,81,     ,6,     ,     ,     ,     ,     
2014-10-12 13:00:00,286,20141012,14,130,20,10,40,146,     ,111,4,82,0,0,     ,     ,     ,80,     ,6,     ,     ,     ,     ,     
2014-10-12 14:00:00,286,20141012,15,160,10,20,20,150,     ,111,7,60,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2014-10-12 15:00:00,286,20141012,16,110,10,10,20,143,     ,114,10,36,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2014-10-12 16:00:00,286,20141012,17,70,20,20,30,122,     ,107,2,4,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-12 17:00:00,286,20141012,18,90,20,20,30,114,  105,101,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-12 18:00:00,286,20141012,19,70,30,30,40,117,     ,103,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-12 19:00:00,286,20141012,20,70,40,40,50,117,     ,103,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-12 20:00:00,286,20141012,21,60,40,50,60,119,     ,101,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-12 21:00:00,286,20141012,22,60,40,40,60,119,     ,101,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-12 22:00:00,286,20141012,23,70,50,60,70,124,     ,100,0,0,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2014-10-12 23:00:00,286,20141012,24,70,60,60,80,125,  102,103,0,0,0,0,     ,     ,     ,86,     ,6,     ,     ,     ,     ,     
2014-10-13 00:00:00,286,20141013,1,80,50,60,80,122,     ,110,0,0,7,5,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-13 01:00:00,286,20141013,2,70,50,60,80,119,     ,116,0,0,10,13,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2014-10-13 02:00:00,286,20141013,3,70,60,50,80,120,     ,117,0,0,4,2,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2014-10-13 03:00:00,286,20141013,4,80,60,50,100,122,     ,119,0,0,6,10,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2014-10-13 04:00:00,286,20141013,5,80,60,60,90,124,     ,119,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-13 05:00:00,286,20141013,6,90,50,50,80,125,  118,121,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-13 06:00:00,286,20141013,7,90,50,50,70,125,     ,123,0,2,2,4,     ,     ,     ,99,     ,6,     ,     ,     ,     ,     
2014-10-13 07:00:00,286,20141013,8,80,50,50,70,127,     ,124,0,8,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2014-10-13 08:00:00,286,20141013,9,90,40,40,70,133,     ,129,0,17,0,-1,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-13 09:00:00,286,20141013,10,110,40,40,70,142,     ,135,2,66,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2014-10-13 10:00:00,286,20141013,11,100,40,40,70,153,     ,143,2,77,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-13 11:00:00,286,20141013,12,130,40,40,60,156,  124,143,2,70,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-13 12:00:00,286,20141013,13,100,40,30,50,168,     ,152,5,107,0,-1,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2014-10-13 13:00:00,286,20141013,14,90,30,30,40,174,     ,154,7,93,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2014-10-13 14:00:00,286,20141013,15,110,40,40,60,170,     ,153,7,68,0,0,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2014-10-13 15:00:00,286,20141013,16,100,30,30,50,166,     ,154,0,6,0,-1,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2014-10-13 16:00:00,286,20141013,17,110,30,30,60,163,     ,153,0,3,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-13 17:00:00,286,20141013,18,120,20,20,30,158,  150,149,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-13 18:00:00,286,20141013,19,140,20,30,30,153,     ,146,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2014-10-13 19:00:00,286,20141013,20,150,30,30,30,144,     ,140,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-13 20:00:00,286,20141013,21,170,20,20,40,141,     ,135,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2014-10-13 21:00:00,286,20141013,22,200,20,20,40,136,     ,131,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-13 22:00:00,286,20141013,23,190,30,40,40,135,     ,125,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-13 23:00:00,286,20141013,24,180,30,30,40,127,  117,120,0,0,0,0,     ,     ,     ,96,     ,6,     ,     ,     ,     ,     
2014-10-14 00:00:00,286,20141014,1,180,30,30,40,117,     ,110,0,0,0,0,     ,     ,     ,95,     ,6,     ,     ,     ,     ,     
2014-10-14 01:00:00,286,20141014,2,170,30,30,40,110,     ,105,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-14 02:00:00,286,20141014,3,160,30,30,40,102,     ,99,0,0,0,0,     ,     ,     ,98,     ,6,     ,     ,     ,     ,     
2014-10-14 03:00:00,286,20141014,4,160,30,20,40,93,     ,88,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-14 04:00:00,286,20141014,5,170,30,30,40,95,     ,91,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-14 05:00:00,286,20141014,6,160,30,30,40,84,   75,80,0,0,0,0,     ,     ,     ,97,     ,6,     ,     ,     ,     ,     
2014-10-14 06:00:00,286,20141014,7,140,30,30,40,101,     ,90,5,15,0,0,     ,     ,     ,93,     ,6,     ,     ,     ,     ,     
2014-10-14 07:00:00,286,20141014,8,150,30,30,50,129,     ,104,10,57,0,0,     ,     ,     ,85,     ,6,     ,     ,     ,     ,     
2014-10-14 08:00:00,286,20141014,9,180,40,40,70,130,     ,102,5,62,0,0,     ,     ,     ,83,     ,6,     ,     ,     ,     ,     
2014-10-14 09:00:00,286,20141014,10,180,50,50,70,134,     ,99,0,48,0,0,     ,     ,     ,79,     ,6,     ,     ,     ,     ,     
2014-10-14 10:00:00,286,20141014,11,180,50,50,70,144,     ,105,1,71,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2014-10-14 11:00:00,286,20141014,12,180,40,50,70,154,   75,113,2,97,0,0,     ,     ,     ,77,     ,6,     ,     ,     ,     ,     
2014-10-14 12:00:00,286,20141014,13,190,50,50,80,151,     ,108,0,49,0,0,     ,     ,     ,75,     ,6,     ,     ,     ,     ,     
2014-10-14 13:00:00,286,20141014,14,200,50,40,80,142,     ,112,0,23,0,0,     ,     ,     ,82,     ,6,     ,     ,     ,     ,     
2014-10-14 14:00:00,286,20141014,15,190,40,40,60,141,     ,115,0,22,2,1,     ,     ,     ,84,     ,6,     ,     ,     ,     ,     
2014-10-14 15:00:00,286,20141014,16,140,40,30,80,130,     ,114,0,6,0,-1,     ,     ,     ,90,     ,6,     ,     ,     ,     ,     
2014-10-14 16:00:00,286,20141014,17,190,40,60,90,132,     ,114,0,1,0,-1,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-14 17:00:00,286,20141014,18,170,50,50,80,127,  126,117,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-14 18:00:00,286,20141014,19,170,50,40,70,127,     ,118,0,0,0,0,     ,     ,     ,94,     ,6,     ,     ,     ,     ,     
2014-10-14 19:00:00,286,20141014,20,180,50,50,70,128,     ,116,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-14 20:00:00,286,20141014,21,180,60,60,90,128,     ,116,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-14 21:00:00,286,20141014,22,180,50,60,90,131,     ,114,0,0,0,-1,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-14 22:00:00,286,20141014,23,180,50,50,80,130,     ,111,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2014-10-14 23:00:00,286,20141014,24,180,50,60,80,131,  124,111,0,0,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
2014-10-15 00:00:00,286,20141015,1,180,60,60,80,130,     ,112,0,0,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-15 01:00:00,286,20141015,2,190,60,70,100,129,     ,114,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-15 02:00:00,286,20141015,3,190,70,60,100,130,     ,116,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-15 03:00:00,286,20141015,4,200,60,60,90,130,     ,117,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-15 04:00:00,286,20141015,5,200,60,60,90,130,     ,117,0,0,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-15 05:00:00,286,20141015,6,200,60,60,80,131,  120,117,0,0,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-15 06:00:00,286,20141015,7,210,60,60,80,132,     ,119,0,3,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-15 07:00:00,286,20141015,8,210,60,60,80,136,     ,124,0,15,0,0,     ,     ,     ,92,     ,6,     ,     ,     ,     ,     
2014-10-15 08:00:00,286,20141015,9,220,60,60,80,141,     ,126,0,22,0,0,     ,     ,     ,91,     ,6,     ,     ,     ,     ,     
2014-10-15 09:00:00,286,20141015,10,220,70,70,90,140,     ,123,0,25,0,0,     ,     ,     ,89,     ,6,     ,     ,     ,     ,     
2014-10-15 10:00:00,286,20141015,11,230,70,60,100,149,     ,129,0,60,0,0,     ,     ,     ,88,     ,6,     ,     ,     ,     ,     
