datum,D STOF AT,SVI 5,SVI 10,SVI 15,SVI 20,SVI 25,SVI 30
10/2/2017,4100,71.79487179,56.41025641,48.71794872,43.58974359,41.02564103,39.74358974
10/5/2017,4400,68.42105263,53.94736842,47.36842105,42.10526316,40.78947368,39.47368421
10/9/2017,4200,78.04878049,59.75609756,50,46.34146341,43.90243902,42.68292683
10/13/2017,4300,81.63265306,57.14285714,48.97959184,44.89795918,40.81632653,37.75510204
10/17/2017,4000,75.67567568,68.91891892,54.05405405,48.64864865,47.2972973,43.24324324
10/20/2017,3900,77.77777778,66.66666667,55.55555556,50,48.61111111,47.22222222
10/24/2017,5100,72.22222222,57.77777778,51.11111111,44.44444444,42.22222222,40
10/26/2017,4500,78.26086957,60.86956522,54.34782609,48.91304348,44.56521739,43.47826087
10/30/2017,4100,77.27272727,61.81818182,54.54545455,47.27272727,44.54545455,41.81818182
11/3/2017,4300,76.92307692,57.69230769,53.84615385,42.30769231,42.30769231,38.46153846
11/6/2017,5300,63.93442623,54.09836066,47.54098361,42.62295082,39.3442623,36.8852459
11/10/2017,4900,80.80808081,64.64646465,60.60606061,56.56565657,48.48484848,40.4040404
11/13/2017,5000,62.96296296,48.14814815,44.44444444,40.74074074,39.81481481,37.03703704
11/16/2017,5500,65.04065041,50.58717254,43.3604336,40.6504065,37.9403794,37.9403794
11/20/2017,5100,73.07692308,61.53846154,55.76923077,50,48.07692308,46.15384615
11/23/2017,4900,71.42857143,57.14285714,50,46.42857143,42.85714286,41.07142857
11/27/2017,5800,64.28571429,53.57142857,50,46.42857143,42.85714286,39.28571429
12/1/2017,6200,57.14285714,46.42857143,42.85714286,39.28571429,35.71428571,33.92857143
12/4/2017,5900,55,44.16666667,38.33333333,34.16666667,33.33333333,30
12/8/2017,5100,37.25490196,30.39215686,27.45098039,23.52941176,22.54901961,21.56862745
12/12/2017,4800,37.5,30,27.5,26.25,25,25
12/14/2017,4300,39,31,28,26,25,24
12/18/2017,5400,35.71428571,28.57142857,25,24.10714286,24.10714286,24.10714286
12/22/2017,5600,29.62962963,25.92592593,22.22222222,22.22222222,21.2962963,21.2962963
12/25/2017,4900,37.19008264,33.05785124,24.79338843,24.79338843,24.79338843,24.79338843
1/2/2018,4800,37.19008264,33.05785124,24.79338843,24.79338843,24.79338843,24.79338843
1/5/2018,4500,37.5,31.25,29.16666667,27.08333333,25,25
1/10/2018,6300,52.38095238,47.61904762,42.85714286,38.0952381,35.71428571,35.71428571
1/12/2018,3900,45.36082474,39.17525773,32.98969072,30.92783505,28.86597938,28.86597938
1/15/2018,4500,52.30125523,46.0251046,37.65690377,33.47280335,31.38075314,29.28870293
1/19/2018,6300,48.86561955,34.90401396,31.41361257,31.41361257,27.92321117,27.92321117
1/22/2018,5200,37.59398496,33.08270677,30.07518797,27.06766917,26.31578947,24.06015038
1/25/2018,6200,62.22222222,48.88888889,43.33333333,40,35.55555556,35.55555556
1/30/2018,5300,80,60,53.75,50,45,43.75
2/2/2018,3800,77.19298246,56.14035088,43.85964912,42.10526316,38.59649123,36.84210526
2/5/2018,6200,83.95522388,63.43283582,52.23880597,48.50746269,44.7761194,41.04477612
